🕘️更新时间,#genre#
CCTV-6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-6,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228516/index.m3u8
CCTV-6,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/1000/index.m3u8?msisdn=20260318060018ca389a6544584a02a7b3af000baa0eb6&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20260318060018&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=43.139.160.244&SecurityKey=20260318060018&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=fd91afc810f11a23449de9eeeed80b2d&ddCalcu=df2deb910148a0dfece8e1e09fe1d19a4243
CCTV-6,http://ott.mobaibox.com/PLTV/3/224/3221228516/index.m3u8
CCTV-6,http://ott.mobaibox.com/PLTV/-/224/3221228280/index.m3u8
CCTV-6,http://ott.mobaibox.com/PLTV/-/224/3221228314/index.m3u8
CCTV-6,http://ott.mobaibox.com/PLTV/-/224/3221228196/index.m3u8
CCTV-7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV-7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-7,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/50/index.m3u8?msisdn=202603180600182b8df353abdf4ca397b36894c0f58ff3&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20260318060018&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=43.139.160.244&SecurityKey=20260318060018&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=4661088a125b578e3e24441a5bec4b03&ddCalcu=3406eb61413c00e8b85aa112454b4527e83e
CCTV-7,http://ott.mobaibox.com/PLTV/3/224/3221227626/index.m3u8
CCTV-7,http://ott.mobaibox.com/PLTV/-/224/3221228283/index.m3u8
CCTV-7,http://ott.mobaibox.com/PLTV/-/224/3221227314/index.m3u8
CCTV-7,http://ott.mobaibox.com/PLTV/-/224/3221225546/index.m3u8
CCTV-7,http://ott.mobaibox.com/PLTV/-/224/3221227642/index.m3u8
CCTV-8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV-8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-8,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/4/224/3221228578/index.m3u8
CCTV-8,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?msisdn=202603180600187169df74672843238c0361f7e7ee5ff5&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20260318060018&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=43.139.160.244&SecurityKey=20260318060018&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=3eeb7db32cf3ffc8cbe91bf10fb28835&ddCalcu=533ee8e18b4270bdfb0312fcbf139fefbcc8
CCTV-8,http://ott.mobaibox.com/PLTV/3/224/3221228578/index.m3u8
CCTV-8,http://ott.mobaibox.com/PLTV/-/224/3221228398/index.m3u8
CCTV-8,http://ott.mobaibox.com/PLTV/-/224/3221227304/index.m3u8
CCTV-8,http://ott.mobaibox.com/PLTV/-/224/3221227204/index.m3u8
CCTV-9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-9,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/50/index.m3u8?msisdn=2026031806001818f98f15989748bb8e674713ef372c9d&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20260318060018&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=43.139.160.244&SecurityKey=20260318060018&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1642af1141f3dda16f0bf13e0f20ec04&ddCalcu=4106ec41e230a02ff101e4311ff3bd0dfa61
CCTV-9,http://ott.mobaibox.com/PLTV/3/224/3221227614/index.m3u8
CCTV-9,http://ott.mobaibox.com/PLTV/-/224/3221228303/index.m3u8
CCTV-9,http://ott.mobaibox.com/PLTV/-/224/3221225532/index.m3u8
CCTV-9,http://ott.mobaibox.com/PLTV/-/224/3221227659/index.m3u8
CCTV-9,http://ott.mobaibox.com/PLTV/-/224/3221227704/index.m3u8
CCTV-10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/1000/index.m3u8?msisdn=2026031806001841e35d5d02324f4c84e6852048652cb8&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20260318060018&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=43.139.160.244&SecurityKey=20260318060018&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=db7bff9f3eff1239cd42862529eae7b1&ddCalcu=1dbbe771eb4af0ef992f532e6f8f2142d3c9
CCTV-10,http://ott.mobaibox.com/PLTV/3/224/3221227620/index.m3u8
CCTV-10,http://ott.mobaibox.com/PLTV/-/224/3221228286/index.m3u8
CCTV-10,http://ott.mobaibox.com/PLTV/-/224/3221227317/index.m3u8
CCTV-10,http://ott.mobaibox.com/PLTV/-/224/3221225550/index.m3u8
CCTV-10,http://ott.mobaibox.com/PLTV/-/224/3221227717/index.m3u8
CCTV-11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/50/20200103/index.m3u8?msisdn=20260318060019b1e1b933abc3446c90a4b2feb1af5f9b&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20260318060019&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=43.139.160.244&SecurityKey=20260318060019&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1f82188361182e7567d1d5f59a7c21e4&ddCalcu=41efe181227c1078a89356f151d812de7765
CCTV-11,http://ott.mobaibox.com/PLTV/3/224/3221227720/index.m3u8
CCTV-11,http://ott.mobaibox.com/PLTV/-/224/3221228289/index.m3u8
CCTV-11,http://ott.mobaibox.com/PLTV/-/224/3221227524/index.m3u8
CCTV-11,http://ott.mobaibox.com/PLTV/-/224/3221227384/index.m3u8
CCTV-11,http://ott.mobaibox.com/PLTV/-/224/3221227720/index.m3u8
CCTV-12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/50/index.m3u8?msisdn=202603180600196e0be9e22a0244649a72264e32ec1575&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20260318060019&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=43.139.160.244&SecurityKey=20260318060019&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=7f325a38b5568d6ba6d2e01c7779bf75&ddCalcu=577fef31b239507a7378cb1505e628dd66ab
CCTV-12,http://ott.mobaibox.com/PLTV/3/224/3221227637/index.m3u8
CCTV-12,http://ott.mobaibox.com/PLTV/-/224/3221228401/index.m3u8
CCTV-12,http://ott.mobaibox.com/PLTV/-/224/3221225556/index.m3u8
CCTV-12,http://ott.mobaibox.com/PLTV/-/224/3221227655/index.m3u8
CCTV-12,http://ott.mobaibox.com/PLTV/-/224/3221227637/index.m3u8
CCTV-13,http://iptv.huuc.edu.cn/hls/cctv13hd.m3u8
CCTV-13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-13,http://pull-hls-f11.douyincdn.com/media/stream-695440843385864876.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1773804633&major_anchor_level=common&sign=2109708d3a2da5de3a916933ce117b28&t_id=037-20260311113033D59DBA10999672734FAF-UWe230
CCTV-13,http://pull-hls-f11.douyincdn.com/media/stream-695465280141001388.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1773914533&major_anchor_level=common&sign=00e2ac87499b260c729b1f091036f02a&t_id=037-20260312180213C90050E21D269F317686-un9xrW
CCTV-13,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/1000/index.m3u8?msisdn=20260318060019a9f608a5cae745ee85f2ef08fe29badd&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20260318060019&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=43.139.160.244&SecurityKey=20260318060019&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6e9902799df8f67e6560a6ab048b9429&ddCalcu=962ee491998b00824709b9ad6fa80f66576e
CCTV-13,https://test.tvbjack.de5.net/proxy/45c773c969c03fff
CCTV-13,http://ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8
CCTV-13,http://ott.mobaibox.com/PLTV/-/224/3221228121/index.m3u8
CCTV-14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/1000/index.m3u8?msisdn=2026031806001955b9899476434bf6b9e4f3355aafc916&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20260318060019&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=43.139.160.244&SecurityKey=20260318060019&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e562ec4d8d437ff644542046e5a9278e&ddCalcu=ee85e7612249e0ac54ed684d0423475f4f46
CCTV-14,http://ott.mobaibox.com/PLTV/3/224/3221227693/index.m3u8
CCTV-14,http://ott.mobaibox.com/PLTV/-/224/3221228292/index.m3u8
CCTV-14,http://ott.mobaibox.com/PLTV/-/224/3221227201/index.m3u8
CCTV-14,http://ott.mobaibox.com/PLTV/-/224/3221227656/index.m3u8
CCTV-14,http://ott.mobaibox.com/PLTV/-/224/3221227693/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV-15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/50/index.m3u8?msisdn=20260318060019f1ed00a5ee8445bb88a3ff2c8e4b5a00&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20260318060019&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=43.139.160.244&SecurityKey=20260318060019&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=06bd95590d1e5349a620ce78c1202221&ddCalcu=1026e2b12d30902515c9807de1ce052364a9
CCTV-15,http://ott.mobaibox.com/PLTV/3/224/3221227723/index.m3u8
CCTV-15,http://ott.mobaibox.com/PLTV/-/224/3221225817/index.m3u8
CCTV-15,http://ott.mobaibox.com/PLTV/-/224/3221228404/index.m3u8
CCTV-15,http://ott.mobaibox.com/PLTV/-/224/3221227538/index.m3u8
CCTV-15,http://ott.mobaibox.com/PLTV/-/224/3221227723/index.m3u8
CCTV-15,http://ott.mobaibox.com/PLTV/-/224/3221228622/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-16,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw911517877_-1757643052/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8?icpid=3&RTS=1658854720&from=1&hms_devid=2113&vqe=3
CCTV-16,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV-16,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV-16,http://ott.mobaibox.com/PLTV/-/224/3221228320/index.m3u8
CCTV-16,http://ott.mobaibox.com/PLTV/-/224/3221228144/index.m3u8
CCTV-16,http://ott.mobaibox.com/PLTV/-/224/3221228112/index.m3u8
CCTV-16,http://ott.mobaibox.com/PLTV/-/224/3221228625/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8
CCTV-17,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/50/index.m3u8?msisdn=20260318060019ebe64aba01274596a9cfbc8f9233cf1d&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20260318060019&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=43.139.160.244&SecurityKey=20260318060019&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1288486cc31eb937205166c94120b678&ddCalcu=8172e681b8304028164c9cc3616e1b590327
CCTV-17,http://ott.mobaibox.com/PLTV/3/224/3221227592/index.m3u8
CCTV-17,http://ott.mobaibox.com/PLTV/-/224/3221228407/index.m3u8
CCTV-17,http://ott.mobaibox.com/PLTV/-/224/3221227639/index.m3u8
CCTV-17,http://ott.mobaibox.com/PLTV/-/224/3221227578/index.m3u8
CCTV-17,http://ott.mobaibox.com/PLTV/-/224/3221227589/index.m3u8
CCTV-17,http://ott.mobaibox.com/PLTV/-/224/3221227592/index.m3u8

💰央视付费频道,#genre#
央视台球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
风云音乐,https://radio.0472.org/?id=641
风云足球,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
世界地理,http://[2409:8087:7001:20:2::3]/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8

📡卫视频道,#genre#
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u8
广东卫视,http://gslbmgsplive.miguvideo.com/ws_w/2018/gdws/gdws711/1000/index.m3u8?msisdn=2026031808002437c1792639fb4f3880a21fc981ec0d42&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20260318080024&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=43.139.160.244&SecurityKey=20260318080024&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=9f6607183b3fb82c7b09e831390e79ec&ddCalcu=c9efe961768e00079138133b83ef9b08b27c
广东卫视,https://gd.luzong.cc.cd/gdws
广东卫视,http://ott.mobaibox.com/PLTV/1/224/3221227476/index.m3u8
广东卫视,http://ott.mobaibox.com/PLTV/-/224/3221228312/index.m3u8
广东卫视,http://ott.mobaibox.com/PLTV/-/224/3221227399/index.m3u8
广东卫视,http://ott.mobaibox.com/PLTV/-/224/3221227591/index.m3u8
香港卫视,https://stream1.freetv.fun/6130c4439e91813125415b749209467f8da4f3d09d09ac80d7848321fc5e709e.m3u8
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,https://yvxymm.tv12.xyz/175.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
浙江卫视,http://iptv.huuc.edu.cn/hls/zjhd.m3u8
浙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226339/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/3/224/3221227491/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221228309/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221227393/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221227215/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221227744/index.m3u8
浙江卫视,http://ott.mobaibox.com/PLTV/-/224/3221227692/index.m3u8
湖南卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000523/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000523
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010058/1.m3u8
